,movieCd,companyCd,companyNm,companyNmEn,companyPartNm
3,20030063,20111211,(주)케이티알파,kt alpha,해외세일즈사
4,20030063,20100541,필름있수다,Film It Suda,제작서비스-기획
5,20030063,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드
0,20030061,20100169,씨앤필름(주),"C&Film Co., Ltd.",제작사
1,20030061,20061312,㈜유진이앤씨,,제작사
2,20030061,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
3,20030061,20061361,소빅창업투자(주),,공동제공
4,20030061,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",해외세일즈사
5,20030061,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상
0,20030100,20100025,(주)씨네이천,Film Production CINE2000,제작사
1,20030100,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
2,20030100,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",해외세일즈사
3,20030100,20110363,서울영상위원회,Seoul Film Commission,제작서비스-로케이션
0,20030107,20100211,키플러스픽쳐스(주),Keyplus Pictures,제작사
1,20030107,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
2,20030107,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",해외세일즈사
3,20030107,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드
0,20158795,20125955,(주)타이거시네마,Tiger Cinema,제작사
1,20158795,20158092,DGC,,제작사
2,20158795,20141349,주식회사 디에스이이디,D.seeD,배급사
3,20158795,20103809,(주)미로비젼,Mirovision Inc. ,해외세일즈사
0,19710123,20060794,세기상사㈜,,제작사
0,20010051,20100075,쿠앤필름(주),Koo & Film,제작사
1,20010051,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
2,20010051,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",제공
0,20010035,20100123,(주)싸이더스,Sidus Corporation,제작사
1,20010035,20060301,싸이더스 우노 필름,Sidus Uno Films ,제작사
2,20010035,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
3,20010035,20100558,(주)바른손이앤에이,Barunson E&A,제공
4,20010035,20060301,싸이더스 우노 필름,Sidus Uno Films ,공동제공
5,20010035,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",공동제공
6,20010035,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",해외세일즈사
0,20010011,20100947,(주)태원엔터테인먼트,TAEWON ENTERTAINMENT,제작사
1,20010011,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
2,20010011,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",제공
3,20010011,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",해외세일즈사
4,20010011,20110635,게릴라미디어(주),,제작서비스-시각효과/특수효과
0,20020103,20100123,(주)싸이더스,Sidus Corporation,제작사
1,20020103,20100202,영화사청어람(주),Chungeorahm Film ,배급사
2,20020103,20100558,(주)바른손이앤에이,Barunson E&A,제공
3,20020103,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",공동제공
4,20020103,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드
0,20000024,20100730,우노필름,,제작사
1,20000024,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
2,20000024,20100109,CJ ENM,CJ ENM,해외세일즈사
0,20000005,20101683,㈜싸이더스픽쳐스,Sidus Pictures,제작사
1,20000005,20101568,브에나비스타인터내셔널코리아,Vuenavista International Kores,배급사
2,20000005,20101683,㈜싸이더스픽쳐스,Sidus Pictures,해외세일즈사
3,20000005,20100199,(주)나비픽처스,Nabi Pictures,프로덕션 서비스
0,19748212,20100488,동아흥행㈜,,제작사
0,19740129,20100655,태창흥업,,제작사
0,19750068,20100319,연방영화(주) ,,제작사
0,20101126,20114659,신프로덕션,,제작사
0,19770050,20101016,우성사,,제작사
0,19780004,20100655,태창흥업,,제작사
0,19800003,20100655,태창흥업,,제작사
0,19790039,20010158,대양필름(주),,제작사
0,19790058,20101016,우성사,,제작사
0,19790037,20100980,현진필름,,제작사
0,19800054,20100980,현진필름,,제작사
0,20160472,20124237,(주)엠씨엠씨,MCMC,제작사
1,20160472,20168728,(주)키다리이엔티,KIDARI ENT,배급사
2,20160472,20124237,(주)엠씨엠씨,MCMC,제공
3,20160472,20110854,(주)씨제이이엔엠,CJ ENM Corp.,제공
4,20160472,20168728,(주)키다리이엔티,KIDARI ENT,공동제공
5,20160472,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,19800031,20101016,우성사,,제작사
0,19820027,20100465,(주)우진필림,,제작사
0,19810048,20114662,국제,,제작사
0,19830045,20010158,대양필름(주),,제작사
0,19830062,20100319,연방영화(주) ,,제작사
0,19870057,20100466,유영필림(주),,제작사
0,20162927,20157248,(주)하이하버픽쳐스,Hiharbor Pictures,제작사
1,20162927,20158008,(주)모멘텀엔터테인먼트,"Momentum Entertainment Co., LTD",배급사
0,20149569,20138935,(주)비에이엔터테인먼트,B.A. Entertainment,제작사
1,20149569,20110854,(주)씨제이이엔엠,CJ ENM Corp.,배급사
2,20149569,20110854,(주)씨제이이엔엠,CJ ENM Corp.,제공
3,20149569,20100109,CJ ENM,CJ ENM,해외세일즈사
0,20136869,20100362,(주)영화사비단길,Bidangil Pictures,제작사
1,20136869,20100340,(주)수필름,SOO FILM,제작사
2,20136869,20110854,(주)씨제이이엔엠,CJ ENM Corp.,배급사
3,20136869,20110854,(주)씨제이이엔엠,CJ ENM Corp.,제공
4,20136869,20100109,CJ ENM,CJ ENM,해외세일즈사
0,20060421,20100292,(주)아이필름홀딩스,,제작사
1,20060421,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
2,20060421,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",공동제공
3,20060421,20100514,(주)아이에이치큐,"iHQ, Inc.",해외세일즈사
4,20060421,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드
5,20060421,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과
0,19580066,20111181,삼우프로덕션,,제작사
0,20163041,20160682,한국탐사저널리즘센터,The Korea center for investigative journalism,제작사
1,20163041,20111582,(주)엣나인필름,"Atnine Film Co., Ltd.",배급사
2,20163041,20123217,(주)시네마달,Cinema DAL,해외세일즈사
0,20155387,20143008,농부영화사,NONGBU FILM,제작사
1,20155387,20100036,㈜인디스토리,INDIESTORY Inc. ,배급사
2,20155387,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20060021,20103897,폭스써치라이트픽처스,Fox Searchlight Pictures ,제작사
1,20060021,20100041,이십세기폭스코리아(주),20th Century Fox Korea,배급사
2,20060021,20100041,이십세기폭스코리아(주),20th Century Fox Korea,수입사
0,20148620,20137935,반달,BANDAL Doc.,제작사
1,20148620,20138339,'탁주'조합,Tackju Corp.,제작사
2,20148620,20100036,㈜인디스토리,INDIESTORY Inc. ,배급사
3,20148620,20100036,㈜인디스토리,INDIESTORY Inc. ,해외세일즈사
0,20162022,20161821,휴메니테라픽쳐스(주),humaniterra pictures,제작사
1,20162022,20161241,컴퍼니에이이엔티(주),,제작사
2,20162022,20153568,(주)스톰픽쳐스코리아,STORM PICTURES KOREA,배급사
3,20162022,20139196,TCO(주)더콘텐츠온,THE CONTENTS ON,배급사
4,20162022,20153568,(주)스톰픽쳐스코리아,STORM PICTURES KOREA,제공
5,20162022,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20150564,20142929,(주)무비스퀘어,MovieSquare,제작사
1,20150564,20125875,(주)프레인글로벌,Prain Global Inc. ,배급사
2,20150564,2013214,(주)제이콘컴퍼니,JCONCOMPANY,제공
3,20150564,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사
0,20155385,20062285,비밀의화원,The Secret Garden,제작사
1,20155385,20100187,청년필름(주),Generation Blue Films,제작사
2,20155385,20156408,무브먼트,MOVement ,배급사
3,20155385,20100187,청년필름(주),Generation Blue Films,제공
4,20155385,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사
0,20148460,20111552,주식회사 다다쇼,Studio Dadashow,제작사
1,20148460,20100851,(주)화인컷,"Finecut Co., Ltd.",제작사
2,20148460,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,배급사
3,20148460,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,제공
4,20148460,20100851,(주)화인컷,"Finecut Co., Ltd.",공동제공
5,20148460,20100545,(주)명필름,Myung Films,공동제공
6,20148460,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사
0,20145396,20141515,(주)영화사수작,Soojak Film,제작사
1,20145396,20140888,모티브픽쳐스(주),,제작사
2,20145396,20100807,(주)디씨지플러스,DCG PLUS,제작사
3,20145396,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,배급사
4,20145396,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,제공
5,20145396,20142968,(주)콘텐츠판다,CONTENTS PANDA,해외세일즈사
0,20040743,20101439,워킹 타이틀 필름,Working Title Films,제작사
1,20040743,20101382,유니버셜 픽쳐스,Universal Pictures,제작사
2,20040743,20100649,UIP코리아,United International Pictures Korea,배급사
3,20040743,20100649,UIP코리아,United International Pictures Korea,수입사
0,20158359,20161361,영화사 연필,Pencil Pictures,제작사
1,20158359,20100929,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),KT&G SangsangMadang,배급사
0,20040479,20104369,미라맥스 필름즈,Miramax Films,제작사
1,20040479,20100103,(주)쇼박스,Showbox Corp,배급사
2,20040479,20100103,(주)쇼박스,Showbox Corp,수입사
0,20130243,20123221,골든타이드픽처스(주),Golden Tide Pictures,제작사
1,20130243,20139616,밀크픽처스,Milkpictures,제작사
2,20130243,20123221,골든타이드픽처스(주),Golden Tide Pictures,배급사
3,20130243,20123221,골든타이드픽처스(주),Golden Tide Pictures,제공
